recipe_id,title,calories,totalFat,saturatedFat,sugars,sodium,protein,who_score,who_normalized,health_category,tags,ingredients,duration,health_score
279060,White Pizza Sauce,308.8,21.6,13.6,0.2,791.7,13.1,0.1884748102139406,0.4802266976180019,unhealthy,"['15-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'sauces', 'condiments-etc', 'easy', 'european', 'italian', 'dietary', 'high-calcium', 'low-carb', 'high-in-something', 'low-in-something', '3-steps-or-less']","{'': [('butter', '2  time(s) tablespoons '), ('flour', '3  time(s) tablespoons '), ('milk', '1  time(s) cup '), ('salt', '0.25 time(s) teaspoon '), ('pepper', '0.125 time(s) teaspoon '), ('garlic clove, minced', '1  time(s) '), ('fresh basil, minced', '2  time(s) tablespoons '), ('parmigiano-reggiano cheese, shredded', '0.5 time(s) cup ')]}",10.0,0.4802266976180019
339453,Perfect Turkey in an Electric Roaster Oven,482.9,25.9,6.9,0.0,185.3,58.2,0.3400297619047618,0.9394841269841268,neutral,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'for-large-groups', 'main-dish', 'poultry', 'oven', 'easy', 'roast', 'heirloom-historical', 'holiday-event', 'turkey', 'meat', 'whole-turkey', 'equipment', 'number-of-servings']","{'': [('whole turkey, thawed up to 20 lbs', '1  time(s) '), ('olive oil or 1/4 cup $template2$', '0.25 time(s) cup '), ('seasoning salt', '1  time(s) teaspoon '), ('poultry seasoning', '1  time(s) teaspoon '), ('pepper', '0.5 time(s) teaspoon ')]}",260.0,0.9394841269841268
19042,BLT Nibbles,48.0,4.4,1.5,0.5,84.6,1.4,0.2850024912805182,0.7727348220621765,very_healthy,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'appetizers', 'vegetables', 'no-cook', 'summer', 'dietary', 'seasonal', 'number-of-servings', 'technique']","{'': [('whole cherry tomatoes', '48  time(s) '), ('bacon (cooked and crumbled)', '1  time(s) lb '), ('mayonnaise', '0.75 time(s) cup '), ('green onions (chopped)', '3  time(s) '), ('grated parmesan cheese', '3  time(s) tablespoons '), ('fresh parsley (snipped)', '2  time(s) tablespoons ')]}",30.0,0.7727348220621765
51780,Kale With Caramelized Onions and Garlic,65.3,3.8,0.5,0.8,22.8,2.0,0.3186562296151337,0.8747158473185871,healthy,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'north-american', 'low-protein', '5-ingredients-or-less', 'side-dishes', 'vegetables', 'american', 'easy', 'vegan', 'vegetarian', 'stove-top', 'dietary', 'low-sodium', 'low-cholesterol', 'low-saturated-fat', 'low-calorie', 'healthy-2', 'low-in-something', 'equipment']","{'': [('bunch kale, washed and torn (stems removed)', '1  time(s) '), ('small onion, chopped', '1  time(s) '), ('garlic cloves, chopped', '3  time(s) '), ('olive oil', '1  time(s) tablespoon '), ('balsamic vinegar (optional)', ' time(s) ')]}",22.0,0.8747158473185871
73844,Onion Brie Appetizer,1539.9,109.9,44.7,25.8,1145.7,34.0,0.160054765244106,0.3941053492245637,unhealthy,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'appetizers', 'lunch', 'snacks', 'eggs-dairy', 'vegetables', 'american', 'oven', 'potluck', 'dinner-party', 'holiday-event', 'picnic', 'easter', 'cheese', 'stove-top', 'christmas', 'new-years', 'thanksgiving', 'brown-bag', 'independence-day', 'valentines-day', 'onions', 'brunch', 'superbowl', 'taste-mood', 'savory', 'to-go', 'equipment', 'number-of-servings', 'presentation']","{'': [('medium onions, thinly sliced', '2  time(s) '), ('butter or 3 tablespoons $template2$', '3  time(s) tablespoons '), ('brown sugar', '2  time(s) tablespoons '), ('white wine vinegar or 1/2 teaspoon $template2$', '0.5 time(s) teaspoon '), ('sheet frozen puff pastry, thawed', '1  time(s) '), ('brie cheese or 4 ounces camembert cheese, rind removed, softened', '4  time(s) ounces '), ('caraway seed', '1 -2  time(s) teaspoon '), ('egg', '1 time(s) '), ('water', '2  time(s) teaspoons ')]}",57.0,0.3941053492245637
23811,Salisbury Steak With Mushroom and Onion Gravy,1132.3,85.2,44.2,7.3,1951.2,56.2,0.173963134,0.4362519212121212,unhealthy,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-1-or-2', 'main-dish', 'beef', 'easy', 'dietary', 'low-carb', 'ground-beef', 'low-in-something', 'meat', 'number-of-servings']","{'Gravy': [('flour', '3 time(s) tablespoons '), ('salt', ' time(s) '), ('pepper', ' time(s) '), ('cream', '/ time(s) cup '), ('chicken broth', '/ time(s) cup '), ('dash Worcestershire sauce', '1 time(s) '), ('dash hot sauce', '1 time(s) ')], 'Salisbury Steak': [('ground beef', '1  time(s) lb '), ('finely chopped onion', '0.3333333333333333 time(s) cup '), ('cracker crumb', '0.25 time(s) cup '), ('egg, slightly beaten', '1  time(s) '), ('prepared horseradish', '1 1/2 time(s) tablespoons '), ('salt', '1  time(s) teaspoon '), ('pepper', '1  time(s) teaspoon '), ('butter', '2  time(s) tablespoons '), ('medium onion, sliced, into, rings', '1  time(s) '), ('fresh mushrooms, sliced', '8  time(s) ounces '), ('butter', '3  time(s) tablespoons ')]}",60.0,0.4362519212121212
82945,Eloise's Easy Sugar Cookies,155.9,8.0,5.0,8.4,101.1,1.8,0.2753796962430056,0.7435748371000171,healthy,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'occasion', 'desserts', 'holiday-event', 'cookies-and-brownies', 'dietary', 'valentines-day', 'inexpensive', 'number-of-servings']","{'': [('butter or 1 cup $template2$, room temperature', '1  time(s) cup '), ('granulated sugar', '1  time(s) cup '), ('large egg, room temperature', '1  time(s) '), ('vanilla extract', '1  time(s) teaspoon '), ('baking powder', '2  time(s) teaspoons '), ('flour', '2 3/4 time(s) cups ')]}",12.0,0.7435748371000171
37437,Joe's Crab Shack Crab Dip,107.1,8.3,4.8,0.8,321.3,7.0,0.1789819376026272,0.4514604169776582,unhealthy,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'appetizers', 'seafood', 'oven', 'finger-food', 'dips', 'crab', 'dietary', 'shellfish', 'equipment', 'number-of-servings', 'presentation']","{'': [('cream cheese', '2  time(s) ounces '), ('mayonnaise', '1  time(s) tablespoon '), ('sour cream', '0.25 time(s) cup '), ('butter, softened', '1  time(s) tablespoon '), ('seasoning salt', '0.25 time(s) teaspoon '), ('paprika', '0.125 time(s) teaspoon '), ('onions, minced', '4  time(s) teaspoons '), ('green peppers, minced', '4  time(s) teaspoons '), ('mozzarella cheese, shredded', '0.25 time(s) cup '), ('crabmeat', '1 time(s) (6 ounce) can ')]}",25.0,0.4514604169776582
260781,2 Ingredient Pumpkin Muffins,130.2,3.9,1.0,13.6,186.8,1.5,0.228021978021978,0.6000666000666001,unhealthy,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'for-large-groups', 'low-protein', 'healthy', '5-ingredients-or-less', 'breads', 'vegetables', 'easy', 'beginner-cook', 'fall', 'holiday-event', 'kid-friendly', 'vegetarian', 'muffins', 'dietary', 'thanksgiving', 'low-cholesterol', 'seasonal', 'inexpensive', 'healthy-2', 'quick-breads', 'low-in-something', 'squash', 'brunch', 'number-of-servings', '3-steps-or-less']","{'': [('spice cake mix', '18  time(s) ounces '), ('pumpkin (not pumpkin pie mix)', '15  time(s) ounces ')]}",25.0,0.6000666000666001
119417,Crispy Salmon Cakes With Lemon- Caper Mayonnaise,218.9,10.6,1.9,2.4,720.0,26.6,0.2816764132553606,0.7626557977435171,neutral,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'main-dish', 'seafood', 'easy', 'salmon', 'fish', 'stove-top', 'saltwater-fish', 'equipment']","{'Salmon Cakes': [('vegetable oil, divided', '1  time(s) tablespoon '), ('finely chopped onion', '0.25 time(s) cup '), ('finely chopped celery', '0.25 time(s) cup '), ('crushed fat-free saltine crackers (about 20)', '0.75 time(s) cup '), ('Dijon mustard', '1  time(s) tablespoon '), ('fresh ground black pepper', '0.25 time(s) teaspoon '), ('canned salmon, drained (skinless, boneless)', '2 time(s) (7 1/2 ounce) cans '), ('large egg, lightly beaten', '1  time(s) '), ('mayonnaise', '2  time(s) tablespoons '), ('lemon juice', '0.5 time(s) teaspoon '), ('Worcestershire sauce', '0.5 time(s) teaspoon '), ('dashes Tabasco sauce', '2 -3  time(s) ')], 'Flavored Mayonnaise': [('fat-free mayonnaise', '6  time(s) tablespoons '), ('capers', '2  time(s) teaspoons '), ('grated fresh lemon rind', '0.5 time(s) teaspoon '), ('lemon juice', '0.5 time(s) teaspoon '), ('fresh ground black pepper', '0.25 time(s) teaspoon '), ('crushed red pepper flakes', '0.125 time(s) teaspoon ')]}",50.0,0.7626557977435171
42905,Pork Steak,385.1,22.7,4.9,4.9,1738.0,25.3,0.205267788,0.5311145090909092,neutral,"['weeknight', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'main-dish', 'pork', 'oven', 'dietary', 'low-cholesterol', 'low-calorie', 'comfort-food', 'low-carb', 'healthy-2', 'low-in-something', 'meat', 'taste-mood', 'equipment', '4-hours-or-less']","{'': [('canola oil', '2  time(s) tablespoons '), ('pork steaks', '4  time(s) '), ('salt and pepper', ' time(s) '), ('garlic powder', ' time(s) '), ('large onion, chopped', '1  time(s) '), ('fresh mushrooms, sliced or (4 1/2 ounce) cans sliced mushrooms', '2 time(s) cup '), ('cream of mushroom soup', '2 time(s) (10 3/4 ounce) cans '), ('water', '1 3/4 time(s) cups '), ('package dry onion soup mix', '1 time(s) (1 ounce) '), ('Worcestershire sauce', '1  time(s) tablespoon ')]}",110.0,0.5311145090909092
90331,Breaded 'n Baked Zucchini Chips,109.5,3.3,1.3,3.4,332.1,6.2,0.2210636079249217,0.5789806300755204,neutral,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'healthy', 'side-dishes', 'vegetables', 'oven', 'low-fat', 'dietary', 'low-saturated-fat', 'low-calorie', 'low-in-something', 'squash', 'equipment']","{'': [('medium zucchini, cut into 1/4  slices', '2  time(s) '), ('egg, mixed with', '1  time(s) '), ('milk', '2  time(s) tablespoons '), ('clove smashed garlic', '1  time(s) '), ('Italian breadcrumbs', '0.5 time(s) cup '), ('grated parmesan cheese', '2  time(s) tablespoons '), ('chopped fresh parsley', '1  time(s) tablespoon '), ('black pepper', '0.25 time(s) teaspoon ')]}",30.0,0.5789806300755204
30745,Diet Cola Chicken,309.3,13.6,3.9,13.7,766.5,31.4,0.1844006568144499,0.4678807782256058,neutral,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'north-american', '5-ingredients-or-less', 'main-dish', 'poultry', 'american', 'easy', 'chicken', 'dietary', 'low-calorie', 'low-carb', 'low-in-something', 'meat', 'chicken-breasts']","{'': [('chicken breasts', '4  time(s) '), ('spray', ' time(s) nonstick cooking '), ('ketchup', '1  time(s) cup '), ('diet cola (I hear diet orange soda works well also)', '1 time(s) (12 ounce) can ')]}",50.0,0.4678807782256058
55309,Caprese Salad Tomatoes (Italian Marinated Tomatoes),137.5,13.7,1.9,2.4,585.9,0.8,0.1860544217687074,0.4728921871779012,unhealthy,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'low-protein', 'side-dishes', 'vegetables', 'european', 'italian', 'dietary', 'low-cholesterol', 'low-carb', 'low-in-something', 'tomatoes']","{'': [('roma tomatoes (washed and sliced thin or thick to your preference)', '5  time(s) '), ('garlic clove, minced (use fresh!)', '1 -2  time(s) '), ('extra virgin olive oil (or a little less)', '0.25 time(s) cup '), ('salt', '1  time(s) teaspoon '), ('dried basil (not both!) or 1 teaspoon $template2$ (not both!)', '1  time(s) teaspoon '), ('lemon, juice of', '1  time(s) ')]}",10.0,0.4728921871779012
69127,Crock Pot Applesauce,222.8,0.5,0.1,48.1,4.4,0.8,0.2779572373481003,0.7513855677215161,healthy,,"{'': [('tart apples, cored and sliced thin', '4  time(s) lbs '), ('sugar', '0.5 time(s) cup '), ('cinnamon', '0.5 time(s) teaspoon '), ('water', '1  time(s) cup '), ('lemon juice', '1  time(s) tablespoon ')]}",205.0,0.7513855677215161
84098,Carne Guisada (Mexican Beef Stew),355.5,16.7,6.0,2.0,653.0,42.8,0.2351524879614767,0.6216742059438689,neutral,"['time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'very-low-carbs', 'main-dish', 'beef', 'mexican', 'oven', 'easy', 'stews', 'dietary', 'one-dish-meal', 'low-calorie', 'low-carb', 'low-in-something', 'meat', 'roast-beef', 'taste-mood', 'savory', 'equipment', '4-hours-or-less']","{'': [('chuck roast, trimmed of fat and cut in bite-sized pieces', '2 1/2 time(s) lbs '), ('flour', '4  time(s) tablespoons '), ('olive oil', '2  time(s) tablespoons '), ('large onion, chopped', '1  time(s) '), ('cloves garlic, chopped', '2  time(s) '), ('jalapeno peppers, seeded and minced', '2 -3  time(s) '), ('beef stock', '3  time(s) cups '), ('tomato paste', '2  time(s) tablespoons '), ('cumin', '4  time(s) teaspoons '), ('chili powder', '1  time(s) teaspoon ')]}",180.0,0.6216742059438689
15286,Traditional Tamales (Pork),153.3,9.3,2.8,0.1,196.5,6.8,0.2857285914566106,0.7749351256260929,healthy,"['time-to-make', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'pork', 'mexican', 'steam', 'spicy', 'oamc-freezer-make-ahead', 'meat', 'taste-mood', 'number-of-servings', 'technique']","{'': [('pork shoulder or 3 1/2 lbs pork butt, trimmed of fat and cut up', '3 1/2 time(s) lbs '), ('water', '10  time(s) cups '), ('medium onion, quartered', '1  time(s) '), ('garlic cloves, minced', '3  time(s) '), ('salt', '3 1/2 time(s) teaspoons '), ('red chili sauce (see $notetemplate1$ for red chili sauce)', '4  time(s) cups '), ('shortening', '0.75 time(s) cup '), ('masa harina', '6  time(s) cups '), ('baking powder', '1 1/2 time(s) teaspoons '), ('dried corn husks (about 8 inches long)', '50  time(s) ')]}",360.0,0.7749351256260929
46967,Mexican Penne,856.1,38.8,19.6,10.0,2184.6,49.8,0.2817460317460317,0.7628667628667629,unhealthy,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', '5-ingredients-or-less', 'casseroles', 'lunch', 'main-dish', 'beef', 'pasta', 'mexican', 'oven', 'easy', 'potluck', 'kid-friendly', 'dietary', 'spicy', 'one-dish-meal', 'inexpensive', 'ground-beef', 'meat', 'pasta-rice-and-grains', 'penne', 'taste-mood', 'to-go', 'equipment']","{'': [('ground beef', '1  time(s) lb '), ('box penne pasta, cooked as directed', '0.5 time(s) (1 lb) '), ('jars salsa', '2 time(s) (16 ounce) '), ('black beans, drained', '1 time(s) (15 ounce) can '), ('blend cheese, shredded (or sharp cheddar)', '2  time(s) cups Mexican ')]}",60.0,0.7628667628667629
105281,Creamed Spinach (Like Boston Market),269.8,22.5,13.4,1.5,393.2,8.1,0.1856136820925553,0.4715566124016828,unhealthy,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'occasion', 'side-dishes', 'dietary', 'copycat', 'low-carb', 'low-in-something', 'novelty']","{'': [('butter (divided) or 5 tablespoons $template2$ (divided)', '5  time(s) tablespoons '), ('all-purpose flour', '0.25 time(s) cup '), ('salt', '0.25 time(s) teaspoon '), ('half-and-half cream', '1  time(s) cup '), ('cream cheese', '4  time(s) ounces '), ('minced onions', '2  time(s) tablespoons '), ('minced garlic', '1  time(s) tablespoon '), ('boxes frozen chopped spinach, thawed', '2 time(s) (10 ounce) '), ('water', '0.25 time(s) cup '), ('grated parmesan cheese', '0.25 time(s) cup ')]}",35.0,0.4715566124016828
134775,Mama's ' Bestest' Biscuits,179.0,2.5,0.8,0.3,389.6,5.1,0.2869981325863678,0.7787822199586905,neutral,"['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'occasion', 'healthy', '5-ingredients-or-less', 'breads', 'oven', 'easy', 'dinner-party', 'holiday-event', 'kid-friendly', 'rolls-biscuits', 'dietary', 'low-cholesterol', 'inexpensive', 'low-in-something', 'brunch', 'equipment']","{'': [('make your own- see note', '2  time(s) cups self rising flour, you can '), ('mayonnaise, NOT Miracle Whip', '2  time(s) tablespoons '), ('milk, any kind', '1  time(s) cup '), ('flour, to add in and flour hands- use more if you feel you need it', '1  time(s) cup ')]}",20.0,0.7787822199586905
33105,Zesty Low-Fat Chicken Breasts,221.9,3.4,0.7,19.2,654.9,26.2,0.2054673721340388,0.5317193094970873,neutral,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'healthy', 'lunch', 'condiments-etc', 'poultry', 'canadian', 'oven', 'easy', 'dinner-party', 'kid-friendly', 'low-fat', 'chicken', 'dietary', 'low-saturated-fat', 'low-calorie', 'comfort-food', 'low-in-something', 'meat', 'taste-mood', 'equipment']","{'': [('boneless skinless chicken breast halves', '6  time(s) '), ('ketchup', '0.75 time(s) cup '), ('salsa (your choice hot or mild)', '0.5 time(s) cup '), ('honey', '0.25 time(s) cup '), ('Dijon mustard', '1 1/2 time(s) tablespoons '), ('chili powder', '1 1/2 time(s) teaspoons '), ('cumin (optional)', '0.5 time(s) teaspoon '), ('cornstarch', '1  time(s) tablespoon ')]}",40.0,0.5317193094970873
49813,D's Roasted Butternut Squash,170.9,9.1,1.3,12.7,6.5,1.2,0.2557552822453484,0.6841069158949952,healthy,"['60-minutes-or-less', 'time-to-make', 'main-ingredient', 'preparation', 'low-protein', 'vegetables', 'easy', 'vegetarian', 'dietary', 'low-sodium', 'low-cholesterol', 'low-saturated-fat', 'low-calorie', 'healthy-2', 'low-in-something', 'squash', 'number-of-servings']","{'': [('large butternut squash', '0.5 time(s) '), ('honey', '2  time(s) tablespoons '), ('brown sugar', '2  time(s) tablespoons '), ('garlic cloves, smashed and chopped', '2  time(s) '), ('salt and pepper', ' time(s) '), ('olive oil', '0.25 time(s) cup '), ('spray, like pam', ' time(s) vegetable oil cooking ')]}",55.0,0.6841069158949952
17251,Breaded Ranch or Ranchero Chicken,281.0,17.1,9.6,0.4,395.3,28.0,0.2360397396368619,0.62436284738443,unhealthy,"['60-minutes-or-less', 'time-to-make', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'poultry', 'american', 'southern-united-states', 'oven', 'easy', 'dinner-party', 'kid-friendly', 'chicken', 'dietary', 'inexpensive', 'meat', 'equipment', '3-steps-or-less']","{'': [('boneless skinless chicken breasts', '2  time(s) lbs '), ('parmesan cheese', '0.75 time(s) cup '), ('crushed corn flakes', '0.75 time(s) cup '), ('mix', '1 time(s) (1 ounce) envelope ranch dressing '), ('melted butter or 1/2 cup melted $template2$', '0.5 time(s) cup ')]}",50.0,0.62436284738443
50338,Ww 5 Can Soup,209.9,2.5,0.4,7.4,308.6,10.8,0.267204556241101,0.7188016855790941,healthy,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', '5-ingredients-or-less', 'soups-stews', 'beans', 'easy', 'vegetarian', 'dietary', 'black-beans', '3-steps-or-less']","{'': [('diced tomatoes', '1 time(s) (14 1/2 ounce) can '), ('corn', '1 time(s) (15 1/4 ounce) can '), ('minestrone soup (ready to serve)', '1 time(s) (15 ounce) can '), ('mixed vegetables', '1 time(s) (15 ounce) can '), ('black beans, rinsed', '1 time(s) (15 ounce) can ')]}",20.0,0.7188016855790941
88945,Garlic Roasted Asparagus With Parmesan,300.7,24.2,5.1,4.5,198.6,10.8,0.3145979703356752,0.8624180919262887,neutral,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'for-1-or-2', 'side-dishes', 'vegetables', 'american', 'oven', 'easy', 'spring', 'vegetarian', 'dietary', 'low-sodium', 'low-cholesterol', 'seasonal', 'low-calorie', 'low-carb', 'midwestern', 'healthy-2', 'low-in-something', 'asparagus', 'taste-mood', 'savory', 'equipment', 'number-of-servings']","{'': [('fresh asparagus', '1  time(s) lb '), ('garlic cloves, minced', '10  time(s) '), ('olive oil', '3  time(s) tablespoons '), ('salt (to taste)', ' time(s) '), ('pepper (to taste)', ' time(s) '), ('freshly grated parmesan cheese (may use Asiago)', '0.25 time(s) cup ')]}",22.0,0.8624180919262887
49181,Chicken Satay W/Peanut-Coconut Sauce,394.0,22.8,10.3,5.5,615.6,39.0,0.2523191094619666,0.6736942710968686,unhealthy,"['30-minutes-or-less', 'time-to-make', 'main-ingredient', 'preparation', 'occasion', 'fruit', 'poultry', 'oven', 'dinner-party', 'nuts', 'broil', 'chicken', 'dietary', 'low-carb', 'low-in-something', 'coconut', 'meat', 'equipment', 'number-of-servings']","{'': [('creamy peanut butter', '0.5 time(s) cup '), ('coconut milk', '1  time(s) cup '), ('fresh lime juice', '2  time(s) tablespoons '), ('soy sauce', '2  time(s) tablespoons '), ('dark brown sugar', '1 1/2 time(s) tablespoons '), ('ground ginger', '1  time(s) teaspoon '), ('garlic cloves, chopped', '2  time(s) '), ('red pepper flakes', '0.5 time(s) teaspoon '), ('chicken cutlets', '2  time(s) lbs '), ('wooden skewers, soaked for 30 mins', '30  time(s) ')]}",21.0,0.6736942710968686
15875,Chicken Corn Chowder - Quick,189.8,7.1,4.1,11.2,347.6,6.9,0.1884600614439324,0.4801820043755528,neutral,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'lunch', 'main-dish', 'soups-stews', 'poultry', 'vegetables', 'american', 'canadian', 'easy', 'fall', 'holiday-event', 'kid-friendly', 'winter', 'chowders', 'chicken', 'stove-top', 'dietary', 'one-dish-meal', 'seasonal', 'comfort-food', 'pacific-northwest', 'meat', 'corn', 'kwanzaa', 'taste-mood', 'equipment']","{'': [('butter', '2  time(s) tablespoons '), ('chopped onion', '0.25 time(s) cup '), ('chopped celery', '0.25 time(s) cup '), ('jalapeno pepper, seeded and chopped', '1  time(s) '), ('all-purpose flour', '2  time(s) tablespoons '), ('2% low-fat milk', '3  time(s) cups '), ('chopped, cooked boneless skinless chicken breasts', '2  time(s) cups '), ('fresh corn kernels or 1 1/2 cups frozen $template2$', '1 1/2 time(s) cups '), ('chopped fresh thyme or 1/4 teaspoon $template2$', '1  time(s) teaspoon '), ('cayenne pepper', '0.25 time(s) teaspoon '), ('salt', '0.125 time(s) teaspoon '), ('cream-style corn', '1 time(s) (14 3/4 ounce) can ')]}",30.0,0.4801820043755528
81968,Chickpeas With Spinach (Greek),310.2,6.2,0.8,5.1,602.7,13.3,0.2753086419753087,0.7433595211372992,healthy,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'healthy', 'main-dish', 'beans', 'vegetables', 'greek', 'european', 'low-fat', 'vegetarian', 'dietary', 'one-dish-meal', 'low-cholesterol', 'low-saturated-fat', 'low-calorie', 'chick-peas-garbanzos', 'healthy-2', 'low-in-something', 'greens', 'spinach']","{'': [('medium onions, chopped', '2  time(s) '), ('garlic cloves, minced', '3  time(s) '), ('olive oil', '1  time(s) tablespoon '), ('cooked chickpeas', '3  time(s) cups '), ('chopped fresh tomatoes (or same amount, tinned)', '1 1/2 time(s) cups '), ('red pepper flakes (to taste)', ' time(s) '), ('paprika', '1  time(s) teaspoon '), ('oregano', '1  time(s) teaspoon '), ('package frozen spinach, chopped and defrosted', '1 time(s) (10 ounce) '), ('lemon, juice of (to taste)', '1 -2  time(s) ')]}",45.0,0.7433595211372992
75751,Homemade Salsa using canned tomatoes!,39.0,0.3,0.1,4.1,917.7,1.5,0.2185410334346504,0.5713364649534861,neutral,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'low-protein', 'healthy', 'sauces', 'appetizers', 'condiments-etc', 'fruit', 'vegetables', 'american', 'mexican', 'southwestern-united-states', 'easy', 'no-cook', 'beginner-cook', 'potluck', 'fall', 'holiday-event', 'kosher', 'low-fat', 'picnic', 'spring', 'summer', 'vegan', 'vegetarian', 'winter', 'dips', 'salsas', 'food-processor-blender', 'dietary', 'spicy', 'low-cholesterol', 'seasonal', 'low-saturated-fat', 'low-calorie', 'low-carb', 'inexpensive', 'low-in-something', 'citrus', 'lime', 'onions', 'peppers', 'tomatoes', 'super-bowl', 'taste-mood', 'savory', 'to-go', 'equipment', 'small-appliance', 'number-of-servings', 'presentation', 'served-cold', '3-steps-or-less', 'technique']","{'': [('canned tomatoes with juice', '1 1/2 time(s) cans '), ('fresh jalapeno peppers, chopped', '3  time(s) '), ('small onion, chopped', '1  time(s) '), ('lime, juice of', '1  time(s) '), ('cloves garlic, peeled', '2  time(s) '), ('snipped fresh parsley', '0.25 time(s) cup '), ('salt (or to taste)', '1  time(s) teaspoon '), ('pepper', '0.5 time(s) teaspoon '), ('dashes Tabasco sauce', '3  time(s) ')]}",10.0,0.5713364649534861
31799,"Didi's ""I Can't Believe You Used Up My Whole Box of Cheerios"" Squares",79.1,3.4,0.7,5.9,63.5,1.7,0.2691102756892231,0.7245765929976458,unhealthy,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'for-large-groups', '5-ingredients-or-less', 'desserts', 'lunch', 'fruit', 'easy', 'microwave', 'beginner-cook', 'holiday-event', 'kid-friendly', 'kosher', 'nuts', 'grains', 'stove-top', 'dietary', 'gifts', 'toddler-friendly', 'pasta-rice-and-grains', 'equipment', 'number-of-servings']","{'': [('margarine', '3  time(s) tablespoons '), ('miniature marshmallows (10.5 oz)', '6  time(s) cups '), ('smooth peanut butter or 1/2 cup crunchy peanut butter (we prefer superchunky)', '0.5 time(s) cup '), ('Cheerios toasted oat cereal', '5  time(s) cups ')]}",7.0,0.7245765929976458
95878,Lemonade Cupcakes,209.6,8.7,3.0,25.4,200.2,2.2,0.2015382729668444,0.5198129483843771,neutral,,"{'': [('frozen lemonade concentrate, thawed', '1 time(s) (6 ounce) can '), ('box white cake mix', '1 time(s) (18 1/4 ounce) '), ('carton sour cream', '1 time(s) (8 ounce) '), ('cream cheese, softened', '3  time(s) ounces '), ('eggs', '3 time(s) '), ('whipped cream cheese frosting', '1 time(s) (12 ounce) can ')]}",30.0,0.5198129483843771
20289,Melt in Your Mouth Banana Bread,583.7,21.1,3.3,66.2,663.3,6.8,0.1538775510204081,0.3753865182436609,very_unhealthy,,"{'': [('oil', '0.6666666666666666 time(s) cup '), ('large eggs', '4  time(s) '), ('mashed ripe bananas', '2  time(s) cups '), ('flour', '2  time(s) cups '), ('sugar', '2  time(s) cups '), ('box French vanilla instant pudding', '1 time(s) (3 1/2 ounce) '), ('salt', '1  time(s) teaspoon '), ('baking soda', '1  time(s) teaspoon ')]}",65.0,0.3753865182436609
103893,Foam Soap Refill,0.0,0.0,0.0,0.0,4.7,0.0,0.2857142857142857,0.7748917748917749,very_healthy,,"{'': [('liquid hand soap or 3 tablespoons Joy dishwashing soap', '3  time(s) tablespoons '), ('warm water', '0.6666666666666666 time(s) cup ')]}",1.0,0.7748917748917749
34257,Homemade Ice Cream...in a Bag!,209.1,13.9,8.7,12.9,71.2,3.6,0.2675202156334232,0.7197582291921917,healthy,,"{'': [('half-and-half', '0.5 time(s) cup '), ('sugar', '1  time(s) tablespoon '), ('vanilla', '0.25 time(s) teaspoon '), ('sandwich ziploc bag', '1  time(s) '), ('gallon ziploc bag', '1  time(s) '), ('crushed ice', '3  time(s) cups '), ('rock salt', '0.3333333333333333 time(s) cup ')]}",17.0,0.7197582291921917
